A,output
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[b'The, LiberalDemocrats, won, BreconandRadnorshire,  , by-#election, ,, leaving, new, PM, BorisJohnson, Commons\xe2\x80\xa6, https://t.co/nPGKXdgguM, ']",election
"[b""Attention, fellow, @sagaftra, members, !, Ballots, election, ., I, 'm, voting, @MembershipFirst, candidates\xe2\x80\xa6, https://t.co/j74vO4Udqn, ""]",election
"[@NewsOrphans, :, America, ,, election, Q, Cult, versus, Socialist, Radicals, While, Democrats, long, affinity, for\xe2\x80\xa6, ']",election
"[@bakhabar_bash, :, The, IECC, said, statement, Thursday, AshrafGhani, uses, state, facilities, Election, campaigns, ,, u\xe2\x80\xa6, ']",election
"[@ArtsUnimelb, :, Do, want, learn, 2019, Indonesian, general, election, On, Tues, 6, &, amp, ;, We, d, 7, August, ,, 're, hosting, evening\xe2\x80\xa6, ""]",election
"[b'The, Purge, :, Election, Year, -, eStore, Election, https://t.co/ny3PkWAwj9, ']",election
"[@bakhabar_bash, :, The, IECC, said, statement, Thursday, AshrafGhani, uses, state, facilities, Election, campaigns, ,, u\xe2\x80\xa6, ']",election
"[@4seasonspix, :, Election, Whistleblower, Liz, Whitlock\nElection, Fraud, 2016, committed, Joan, Rennert, Racine, ,, Wisconsin.\nVideo, 1, :, (, link:\xe2\x80\xa6, ']",election
"[@4seasonspix, :, Election, Whistleblower, Stephen, Spoonamore\nIn, 2004, ,, Ohio, Sec, State, 's, computer, lines, intercepted, results, alter\xe2\x80\xa6, ""]",election
"[@4seasonspix, :, FYI, :, Former, Congressman, Tom, Feeney, (, R, -, FL, ), ,, hired, computer, programmer, rig, 2000, Election, ,, helped, draw\xe2\x80\xa6, ']",election
"[@4seasonspix, :, In, 2000, ,, US, computer, programmer, Whistleblower, Clint, Curtis, hired, Congressman, Tom, Feeney, (, R, -, FL, ), build, softwa\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@moronifesto, :, Just, took, blind, 95, year, old, great, -, grandmother, vote, BreconandRadnorshire, Election, ., She, asked, loudly, \xe2\x80\x9cWhere, d\xe2\x80\xa6, ']",election
"[@ICTDTax, :, In, 2011, ,, Tanzania, lost, $, 1.16, BILLION, revenue, tax, exemptions, ., Using, demand, -, supply, framework, ,, paper, explores, ho\xe2\x80\xa6, ']",election
"[@ICTDTax, :, In, 2011, ,, Tanzania, lost, $, 1.16, BILLION, revenue, tax, exemptions, ., Using, demand, -, supply, framework, ,, paper, explores, ho\xe2\x80\xa6, ']",election
"[b'Don\xe2\x80\x99, t, believe, misleading, claims, dishonest, spin, ., The, way, forward, clear, !, Vote, @TheGabrielle_C, t\xe2\x80\xa6, https://t.co/HqUhEhwqWa, ']",election
"[@lakealonso, :, I\xe2\x80\x99, m, MatthewModine, substitute, experience, ., The, right, President, lead, unification, fo\xe2\x80\xa6, ']",election
"[b'I\xe2\x80\x99, m, MatthewModine, substitute, experience, ., The, right, President, lead, unification, onc\xe2\x80\xa6, https://t.co/z5caMf8Dbd, ']",election
"[b'@TerryTeachout1, @DavidAFrench, @walterolson, @QuinHillyer, @brithume, @BretStephensNYT, @nytopinion, @NRO, Brit, ,, vete\xe2\x80\xa6, https://t.co/bIN0M8BKFz, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[b'I\xe2\x80\x99, m, proud, ., She, generation, getting, SAGAFTRA, votes,  , election, https://t.co/lm7nmB38k2, ']",election
"[@SarahRamsingh, :, Democrats, need, run, campaign, ad, ., Ridiculous, treatment, ., \n\n#dontboovote, election, trump, https://t.co/dj2Dvlmh\xe2\x80\xa6, ']",election
"[@PierceCountyAud, :, Help, maintain, orderly, accurate, election, ., Please, moment, RIGHT, NOW, check, voter, registration, st\xe2\x80\xa6, ']",election
"[b'#America, ,, election, Q, Cult, versus, Socialist, Radicals, While, Democrats, long, affini\xe2\x80\xa6, https://t.co/gRuslalwlP, ']",election
"[@ZHassani7, :, -@ashrafghani, sees, survival, election.\n-@KarzaiH, sees, election, untimely, &, amp, ;, unnecessary, compareing, peace.\n-@US4Afgha\xe2\x80\xa6, ']",election
"[b'-@ashrafghani, sees, survival, election.\n-@KarzaiH, sees, election, untimely, &, amp, ;, unnecessary, compareing, peace.\n-\xe2\x80\xa6, https://t.co/ZpYgJy4y0O, ']",election
"[b'Why, NASA, launch, satellite, Osiris, REx, fly, past, Earth, 22, September, 2017, Was, magic, make\xe2\x80\xa6, https://t.co/HpA2wQa3PZ, ']",election
"[b'Gertz, :, Real, Election, Meddling, Threat, From, China, ,, Not, Russia, https://t.co/CJBp3VFpnc, ']",election
"[b'No, ,, John, ain\xe2\x80\x99, t, right, pay, rent, 1900, Broadway, Lincoln, Center, Election, vote\xe2\x80\xa6, https://t.co/1TCoFFPqFp, ']",election
"[@VORohingya, :, Part, 1/2, :, VOR, 's, Chairmanship, Election, &, amp, ;, Winning, Ceremony\n\n@UNHCR_BGD, @MSF, @crdirohingya, @RohingyaVision, @arakantimes, ht\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@pppatticake, :, Criticizing, shit, pol, w/, REPREHENSIBLE, record, crucial, Election, Primary, cruel, This, NOT, popula\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[b'45, promises, cure, aids, snd, child, cancer, !, \n\n#election, coming, possible, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@moronifesto, :, Just, took, blind, 95, year, old, great, -, grandmother, vote, BreconandRadnorshire, Election, ., She, asked, loudly, \xe2\x80\x9cWhere, d\xe2\x80\xa6, ']",election
"[@UnitedVoteRed, :, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\x8d\nChris, Cox, Bikers, Trump, plans, House, run, South, Carolina, -, Washington, Times\n#BikersForTrump, SC, E\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[b'@realdonaldtRUMP, YesIBelieveIt, !, PutinsPuppet, helped, illegally, steal, 2016,  , election, @realdonaldtRUMP, y\xe2\x80\xa6, https://t.co/AAxdpDNx3C, ']",election
"[@UnitedVoteRed, :, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\x8d\nChris, Cox, Bikers, Trump, plans, House, run, South, Carolina, -, Washington, Times\n#BikersForTrump, SC, E\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@WabbitR4, :, @tedlieu, @realDonaldTrump, @POTUS, "", fivethirtyeight, "", \xf0\x9f\x91\x88\xf0\x9f\x8f\xbb\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nThis, group, said, Election, day, hillary, 9\xe2\x80\xa6, ']",election
"[@pppatticake, :, Criticizing, shit, pol, w/, REPREHENSIBLE, record, crucial, Election, Primary, cruel, This, NOT, popula\xe2\x80\xa6, ']",election
"[@krishnagahlawat, :, Chowkidaar, Krishna, Gahlawat, Journey, Sonipat, Towards, Better, Haryana, |, \xe0\xa4\x9a\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa5\x80\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb0, \xe0\xa4\x95\xe0\xa5\x83\xe0\xa4\xb7\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe, \xe0\xa4\x97\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xa4\n\n#krishnagahlawat, K\xe2\x80\xa6, ']",election
"[@pppatticake, :, Criticizing, shit, pol, w/, REPREHENSIBLE, record, crucial, Election, Primary, cruel, This, NOT, popula\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@UnitedVoteRed, :, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\x8d\nChris, Cox, Bikers, Trump, plans, House, run, South, Carolina, -, Washington, Times\n#BikersForTrump, SC, E\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[b'Criticizing, shit, pol, w/, REPREHENSIBLE, record, crucial, Election, Primary, cruel, This, NOT, a\xe2\x80\xa6, https://t.co/IFQ3ptPNN8, ']",election
"[@UnitedVoteRed, :, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\x8d\nChris, Cox, Bikers, Trump, plans, House, run, South, Carolina, -, Washington, Times\n#BikersForTrump, SC, E\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@UnitedVoteRed, :, \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\x8d\nChris, Cox, Bikers, Trump, plans, House, run, South, Carolina, -, Washington, Times\n#BikersForTrump, SC, E\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@WabbitR4, :, @tedlieu, @realDonaldTrump, @POTUS, "", fivethirtyeight, "", \xf0\x9f\x91\x88\xf0\x9f\x8f\xbb\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nThis, group, said, Election, day, hillary, 9\xe2\x80\xa6, ']",election
"[@WabbitR4, :, @tedlieu, @realDonaldTrump, @POTUS, "", fivethirtyeight, "", \xf0\x9f\x91\x88\xf0\x9f\x8f\xbb\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nThis, group, said, Election, day, hillary, 9\xe2\x80\xa6, ']",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@unite4strength, :, SAG, -, AFTRA, President, Gabrielle, Carteris, sets, record, straight, attempts, distract, ., https://t.co/hzQJgEFTIs\xe2\x80\xa6, ']",election
"[b""#OIL, OOTT, WTI\nThis, type, muddling, US, election, ., Trump, welcomed, foreign, power, 's, assistance, h\xe2\x80\xa6, https://t.co/xpKwhsfnkD, ""]",election
"[@RulingVenus, :, Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, 's, weird\xe2\x80\xa6, ""]",election
"[@SceneNNerd, :, On, 20th, anniversary, film, Election, op, -, ed, makes, case, people, got, point, movie, wrong, ., https:/\xe2\x80\xa6, ']",election
"[b""#Mississippi, \xe2\x80\xbc\xef\xb8\x8f\n\nTues, ,, Aug, 6, regular, STATEWIDE, Primary, Election\nThis, state, 's, Midterms, (, Yeah, ,, it'\xe2\x80\xa6, https://t.co/27ehT65h8u, ""]",election
"[b'@neeratanden, RealityShow, Just, like, R, FauxElections, !, This, During, 2016, Election-#DNC, lawyers, justified, par\xe2\x80\xa6, https://t.co/YHtAx1FaiD, ']",election
"[@MarionThorpe, :, https://t.co/PUb2ufQAot\n\n#TulsiGabbard, address, matter, ..., immediately, \n\n#2020, Democrat, Primary, Election, US\xe2\x80\xa6, ']",election
"[@adriano_nuvunga, :, Lasting, peace, depends, ruling, parties, accepting, free, fair, election, countries, electoral, playing, fie\xe2\x80\xa6, ']",election
"[b'\xe2\x80\x9cUS, election, jurisdictions, histories, egregious, voter, discrimination, purging, voter, rolls, rat\xe2\x80\xa6, https://t.co/FmIJOMRRtA, ']",election
"[b'Well, run, Election, Sept, 12, ., @MayorBriley, @JohnCooper4Nash, lets, plans, for\xe2\x80\xa6, https://t.co/Y0RBnoyV5y, ']",election
"[b'Todays, FakeNewsAward, goes, to:\n\n#WSJ\n\n@w_terrence, implicated, Election, interference, plot, russia, bots, \n\nTh\xe2\x80\xa6, https://t.co/LWjE8710pT, ']",election
"[@RobinEnochs, :, "", bias, Google, search, results, likely, shifted, 2.6, million\xc2\xa0votes\xc2\xa0to, Hillary, Clinton, 2016, w, /, knowing, ,, with\xe2\x80\xa6, ']",election
"[@VORohingya, :, Part, 1/2, :, VOR, 's, Chairmanship, Election, &, amp, ;, Winning, Ceremony\n\n@UNHCR_BGD, @MSF, @crdirohingya, @RohingyaVision, @arakantimes, ht\xe2\x80\xa6, ""]",election
"[@VORohingya, :, Part, 2/2, :, VOR, 's, Chairmanship, Election, &, amp, ;, Winning, Ceremony\n\n@UNHCR_BGD, @MSF, @crdirohingya, @RohingyaVision, @arakantimes, ht\xe2\x80\xa6, ""]",election
"[@VORohingya, :, Part, 2/2, :, VOR, 's, Chairmanship, Election, &, amp, ;, Winning, Ceremony\n\n@UNHCR_BGD, @MSF, @crdirohingya, @RohingyaVision, @arakantimes, ht\xe2\x80\xa6, ""]",election
"[@VORohingya, :, Part, 1/2, :, VOR, 's, Chairmanship, Election, &, amp, ;, Winning, Ceremony\n\n@UNHCR_BGD, @MSF, @crdirohingya, @RohingyaVision, @arakantimes, ht\xe2\x80\xa6, ""]",election
"[b'#BreconandRadnorshire, by-#election, :, LibDems, beat, Conservatives, https://t.co/v9gH9VUnCJ, ']",election
